E,F,L,I
30432464.41185061,24240.920355174385,253.43751137615624,385.85044701689026
32387447.17597332,33986.78012545133,259.9250293247981,316.06243475625496
37588317.197906435,24512.369179978057,255.79570259370806,393.13825589241856
30999757.647132903,22829.556288525746,259.3350608093095,359.1394636796495
31611459.05748398,26747.218708871143,256.6571220243036,410.51870838161847
40768260.9723382,31470.67967828529,252.66979407357587,353.5090621697773
33842187.177676976,24156.552777289566,256.6944387489416,337.24887531387174
39302419.353365116,20797.028765948882,252.31297604599857,339.11885132859965
31450662.739840593,40138.941606741944,251.5703435089614,360.52466124949143
29686519.223453507,27752.29211798353,252.6143895770102,356.7204938788245
33466291.328669444,28160.0178338182,254.84832762481958,344.2272855034369
37833060.26579955,42194.434773249,250.91501048776587,375.8255042675258
32599052.78488734,27355.748945520572,251.90197044443687,383.037110832101
29667968.51053055,24688.254220791918,255.5836488985434,374.6028715113145
28627373.216939732,26186.317386138995,256.82558789130314,357.2180282804986
41514983.97067255,26876.590564175753,250.8531964069377,340.38214422275894
31930531.817500852,51339.0065776745,252.84874583040846,391.82126798042566
38524681.51279054,47508.710806745716,255.46293885777413,348.90163670174456
35984114.01198846,19575.506206371174,250.02616178218415,405.1689991467599
28497820.95340854,33556.7481904165,254.03922849183854,353.7466214770219
31155528.44092085,27669.052220575642,257.3805052628477,354.6195730729822
32540783.06097135,23443.381462092228,256.05403294403317,334.6117410998847
28787419.856248207,35380.28854506817,258.4247426453354,328.28168643347374
29700243.903057482,22821.41822623028,259.1265007264214,354.4047836094008
32638123.862068377,32055.708020205635,254.00028920450356,363.9018610065929
29830891.093895834,23883.26390194123,251.80286176504882,380.46834531824834
29621346.97392549,23682.92350243232,259.6365513838947,374.90893067238073
29850311.839837704,27519.81789225633,255.01588063051716,404.83080477363507
30183540.56980098,33934.62808974621,250.80643640477265,410.2762659698635
33072905.03075786,36880.825870749264,251.9355432662572,424.02175040579584
33030216.303138316,38256.233514064,255.42448889640386,398.77900851872346
41434290.96156718,23957.06783940838,257.73158984612434,356.05683640384296
28633615.150150284,33724.99292431538,256.07833409353356,377.3839458224899
29348532.548698053,25198.29675323632,256.9035050676954,344.4506956879319
39755922.86683737,24245.826371085008,250.0841311713461,412.77373011082057
28726015.513562635,28147.182912737295,255.3951734239987,374.37856049217595
31661377.768916696,30897.31319025661,256.94354548978185,354.9955620242893
29485458.23693282,34916.63816632827,250.03175410699862,353.26030204379583
28868349.525455937,23606.113971527855,258.0140390724819,373.10874544337383
31475429.33817241,38759.66118042931,255.39276571644768,350.6614712544643
31885705.873728685,25531.212956703024,253.39548656575207,403.0739331571852
29117821.097702015,24823.12013063281,258.87515269234086,326.5940203613083
32913302.915812466,21849.003457198884,259.30129981097105,398.84570754435356
30591962.411261037,31727.629741454017,255.8932184863384,352.2017541764198
28351643.505744573,26656.69873342321,253.16753690293837,347.85780992111256
31436041.412081562,19857.807978695902,250.4280483416147,337.0833819478687
35728593.178290546,24392.090809801783,253.3232784484123,339.1372454266132
45494654.361028135,25664.867104824312,252.12291426020153,380.2868674783157
33089599.998228163,37902.86950685337,251.67743868699665,348.83412296499165
35879985.06322139,23725.925899706555,254.95500870392982,374.00856635633767
30007602.0821474,42917.01403700886,254.33231910451389,386.9004464349452
45242916.108937405,35093.784150167055,259.69174228148813,380.13946040641184
29965182.10511941,31861.631116031556,258.9439308283588,328.70672333986033
32176012.309625875,29885.288187909653,253.10377248434563,425.2332357552839
36315977.970542684,28599.99108972551,251.5270816597657,363.17794829419154
30485912.854043867,22986.86560936871,256.9809377583424,366.53077466215757
32827929.17385769,24001.766866223268,259.2255642521738,323.78012587463536
41344045.96933092,23632.569083943978,251.25834079352256,395.40786320401463
33932479.24228903,23499.315368025716,255.9593650730183,345.46369879310384
33374254.417955153,31903.704257498484,258.20506813013014,359.25514976178533
28375545.551987387,25169.80611996801,255.70574682110748,352.20922331783436
36385828.23525841,20105.414768988107,253.8651968176406,334.3142905550486
30760944.076852817,25096.423735622826,256.5792393530366,381.1396555849485
32792471.36368382,40996.93771801857,250.4600182039294,410.2533630843068
28598045.31397925,27841.126733710662,251.65733525314744,390.0641977634679
29958188.80226585,30019.40349266553,252.95847926701296,405.1112451429687
36605998.81882309,28575.329145855845,250.7935610598251,389.598725947621
28023217.661033425,33399.15149384545,257.9295229432076,363.5621627652717
30760856.19658608,28996.951988454493,253.17277760632226,355.1774672242847
30549356.70781174,26159.308590156048,256.9282289948791,365.7042493520823
28273171.853006124,34561.16413159818,255.31917489254636,330.7773650874441
32855072.86620795,36326.45864106041,256.864510150466,362.1209145649478
32705447.219777573,30526.34126938107,250.7647791504496,411.97925846490915
35467570.36572105,24476.659067092434,252.70256288382853,360.77714273861636
33482384.882050708,26295.30480102454,256.8380093290351,375.0058898516261
32128078.18053394,23838.999162087806,256.5339706737091,323.6520522738999
37989671.966609016,49583.80062212641,254.909431872907,344.2186634086681
30389651.8609136,53234.87821106135,252.22040178077387,378.5071423487053
29068443.917844515,21167.877231384016,257.50605709818814,351.86353910548826
36279528.876708746,29023.36084281632,253.23803675150612,372.6394938330532
32501154.78572966,34619.38210270127,251.39943732662522,426.3910964285194
30933388.700518593,20777.22636846384,254.33504459850434,354.1794242968804
38558334.59574455,31109.06852747374,255.81229539399445,397.62491480431754
33036792.962187044,21018.7592063945,252.9318657111926,354.7543959367244
33132623.561946798,28016.62841750675,256.1936370563377,343.99053757432205
34175423.64433287,20928.13973934715,251.19981916134208,353.04850061062086
32902406.91802845,23347.92877568947,253.4096181652231,353.7987283083786
28646139.283310495,43228.53001035555,259.71933442775605,363.0060564674693
29948358.57422087,21110.850670338223,250.27915221377336,358.8279772036865
28600071.787944797,28398.53820982646,255.32445679546362,385.38746833842913
28349720.69069935,24006.374311307984,259.1583287656424,344.693526844073
32956690.281985722,30709.03623221584,259.1303346773924,349.42154258412074
41448092.97969026,22687.956542245527,253.42785774789837,368.90010421911285
39234461.50380589,21055.83662234948,256.8843103071293,346.945954547366
36836105.18676231,24300.532082433238,255.93870683721426,353.19501092779853
30313650.303296153,48268.632442160466,253.27029760021423,335.12911007193094
32552954.67976803,19913.346864625226,250.4181647471431,385.8356108651004
30666771.19796953,25353.600106826038,257.38009898970535,388.89432523202487
29729469.189404193,41479.14193410559,259.90687892807256,339.9420713455828
31298029.295028083,27200.508274283995,253.90829802836902,377.65261594103674
31641981.5675519,24057.039879868895,251.07531744283352,362.4521484757433
32616476.44059342,21593.65229445098,253.37190849924198,424.8417516905603
31358521.21912035,32715.65377526765,259.1555715225936,328.7255992705601
29950932.944543045,26215.689301646453,253.1521440288468,344.99554336715
42499539.069155455,24817.660411194913,259.4417527890256,416.71847929696634
29985153.840546764,29553.24890810223,257.1073457522823,347.8532099964693
29567096.012281787,25799.623313167504,258.18523771009944,357.9620388931701
28630669.488677405,21415.021015430342,257.37551552223283,356.3113325569983
33317247.431516834,29135.571182474712,255.84881415338856,376.495238813409
31554811.856942095,22479.688562918454,253.02212105116575,357.57647353743664
31457103.52764138,40000.608904452274,251.2151784692201,362.01135041335635
29868518.509282112,38939.47752781841,255.1483534749707,428.0299378552736
31555204.706144273,26435.9113700906,258.42920303291567,362.2858156829856
43119165.955513634,39116.34946828506,250.73523760748057,334.83350242131047
31991810.330632873,32593.23125064432,251.02103190594988,421.57063947951804
31751347.426265977,34129.00999618851,252.92181601502523,379.29745352367405
28401281.49209502,22967.756646581627,253.250013917831,342.12237256065475
36594756.81405791,27893.148557144807,256.66388778736047,369.6958567791467
28186402.248535644,19758.580669397626,258.471211847513,370.69740902435353
35219381.14093492,30163.87034364072,259.2221099708236,336.43172991491315
28485076.178465724,46603.10966936515,251.5197953116986,394.65454652613147
32945550.898975126,22851.332116905716,259.4295841407734,360.4270669672561
28123191.09009762,22802.18767240266,254.65711029452913,325.05067110952706
31519706.448685586,29951.325107195415,257.7287359870646,377.7095749060602
32871110.67188615,34489.93732816314,252.84958527051134,387.18814201444
36059703.217270724,30069.16660509518,253.08172451603934,389.16333765701575
45496877.457690835,33107.8744960075,259.3659812024215,335.931044163322
28371782.06000058,32057.197321621894,255.44981908353037,330.6239282218495
34181363.437266044,34476.485325352216,257.9293544750531,353.92690407600145
30211986.622244604,30338.821228990055,253.76791438577774,352.40697220903644
29668813.146488935,24858.753975366817,254.59851485674193,358.3122298205866
30544309.24282735,23524.297408013917,251.6489801859169,378.675044700532
35263713.8340807,29170.134648414154,252.055234069418,327.6987550584201
32580472.514880855,20068.89976010964,257.2268767594891,397.3816133000055
41308285.82738254,28722.643508960755,252.1203736577733,402.3111968451729
29076924.851991765,27935.305944134707,255.2983786201956,351.67803633328253
40008449.35429369,57521.32089566911,254.23860535955416,406.26115399927596
29687876.00399361,56686.33789251563,255.0947939446129,343.41986637802444
28129859.296772778,37582.50476685866,254.04560132041874,366.835370407254
31493127.64850044,23076.10776397579,258.54181115831005,351.8643273035901
33013008.649039935,33789.129919682906,257.1824826384679,363.9079041537983
28662574.09294583,29342.190686790476,257.29949482794154,349.5614538455781
28446705.11129773,31236.01155674416,253.18906102930427,362.7760047226073
30999167.393878233,26931.949313586178,255.5143469612272,412.586441414241
30114261.25131919,22386.681828689998,254.37070539422336,349.1498227204974
29469678.92527459,25241.75780990284,257.5858291154668,321.039892831959
33655741.96897711,29696.50530268662,254.66010901607825,331.0126392425192
35227901.045550495,19077.678038830592,257.6579910180248,404.862590938051
36261675.99078597,27784.741598577126,256.33316231181277,337.95601287978747
42150321.27019813,22354.014813427322,258.17022397292794,338.94522204747614
39951085.055889755,27451.53526317956,251.00847689109537,374.9140766542664
29277663.453324664,21150.500938058743,253.28123074560645,369.6127500578539
42041698.10651094,26343.668703297357,255.3073379739032,355.29229724503944
36359516.567197815,28062.11406349127,254.22428818118823,397.01595569437916
37248441.45941379,24491.840175174402,255.11838400327588,395.37624251560163
31478258.82863329,30097.630286760643,255.96182283483705,391.28085465884874
32748552.1404064,30206.552732893684,259.4132327953456,343.7717645740551
30581919.43143736,23265.90804782026,252.71262036888356,379.6806359465996
30135061.301878706,34458.731036847705,255.65157819800197,354.4264114082451
29714361.338583052,19852.395660563696,256.56226100195346,399.4223382142015
38962194.7782028,23011.140507784545,255.33882433535513,353.90410473006955
33329882.013074156,29678.595047154166,250.32009842491516,378.87903739892744
28235750.330557466,30849.1952263056,258.3266801521965,346.392153130219
32412055.944198158,26078.329153964583,254.8577194894433,369.57916509418703
28260047.51450164,23674.045547578142,258.9763190175543,358.4434161509143
32734237.99826282,28711.094910438165,251.04274121133017,341.5914997768717
30856445.706575118,29965.056005280385,259.1262984248275,343.98992411956436
35434118.72309326,41169.72937557682,257.33376301753367,374.25362079391687
28041452.070228234,30105.37151143144,252.52468491334398,385.2480012845749
33555930.442526646,25421.020030807624,258.79292551848783,374.74105506584806
28280945.86657003,29551.582743006216,254.4415260771955,363.343097321013
28433762.394580014,24614.83021516855,252.9038548016917,352.2536348728926
34904065.57098299,33638.25466296784,253.6106424750651,389.36691963881515
34073754.55696729,37220.705808074585,256.921256721234,376.7643962431661
28963268.492710616,23089.689208246265,254.4688172171116,330.7425571518567
28029376.80661948,29754.63133928602,257.2658953676951,338.95593106662534
42333208.53432776,19521.872495449963,252.7990999424281,389.22085874316576
29266087.613005843,47927.08617739992,259.3582258611439,380.17110749023146
30401516.436076455,39816.85903024969,258.2842624002709,346.5113071691873
31738136.021723453,32809.72775792054,258.592329593593,324.5446553020147
28493520.018750496,26565.22037039071,250.6095423909193,377.7217774846075
29917459.651379075,45800.127698998214,257.2517460646385,333.05129950918723
30210001.920145955,25049.502047292022,259.29375746197917,375.2816300038245
29656563.796286482,31419.759564927237,259.4649126321852,361.8990821363001
32745079.45038239,56819.48595447908,257.54571583461575,342.12784199508235
40597675.17924607,26307.81042047748,250.47160952532,372.2706756013435
37657339.811042815,20187.755591224457,258.780332276993,354.2397407499756
39241261.82303037,29666.418906388175,258.8148523648234,417.99175038176276
37491867.55268833,30843.903130294708,252.31512672590145,382.80454594785607
34360999.125475,20654.558659543112,257.93453841987434,323.5052876237962
28683190.475504633,38543.99607426583,253.72141848318756,340.19359658490094
31783096.97812643,23832.99732339153,250.84453825583384,365.1559021812921
28936182.694932576,35935.61011476846,259.181979884043,335.2082856187722
28480993.38455475,36254.290110385184,254.08996364969585,378.8521030732554
41717047.066878214,34988.544997221004,257.76109061060447,343.6806858232575
28870325.651686776,21386.58068755807,252.07897861344665,399.9739223179031
46047211.77719986,21148.646284865856,256.8814870567612,335.66616247961997
28614310.900966987,31575.265884494373,251.55658393175992,357.57494682329536
40085721.88861066,26481.57507397716,252.15616944719113,362.8065759457756
30600132.340036772,24426.474894909043,251.5878925845401,337.4770048152118
43211632.443181604,33919.919238936796,258.57222924601626,371.86202768757147
29211717.00173405,23889.016583375247,256.5815424015812,358.35937177774514
28660900.30107058,26756.62791164651,251.47987638139995,342.78114899534864
30055299.130827725,76505.85011581794,253.4767702741413,359.8025738123032
28406917.92151352,26102.138972918932,256.80767804430593,342.94228438149526
29480924.53407362,27745.82709760039,256.530884047658,357.35389737283197
29896021.885217022,30354.24316616016,251.52770719027328,341.94037031337876
28128817.00525241,49609.01709501562,251.95923112099393,363.63151184571325
29316857.391587663,25519.79344143907,254.5468779697848,368.15972202450683
34043293.852393806,42614.67167487097,253.2289596081833,387.5547877714261
28064816.282451987,22155.29393001568,255.27192846155373,352.37741572110303
28738398.892523855,24566.805134245675,250.42491996933128,356.74840981185486
39148189.397411816,23979.399679490838,258.48787831534656,317.96626611723786
44483305.56698278,27237.507715696607,256.9581999716524,360.3357232795003
35181820.875551954,21248.279170649417,258.81449116852616,348.0880184860679
28952183.40582223,22356.85990897956,250.4966217333469,381.7269293418617
34849918.68741824,44388.375063797095,255.98435158362602,392.2802680388422
28164674.92687693,29456.10327011123,250.80403935363626,375.5260967171083
31994318.844478942,29084.910823402024,258.13272905290904,334.03267483919973
28090697.09739639,39752.83511077329,258.57308683088814,342.27134200966486
30868034.390872195,30185.62684730965,254.38944737662484,405.78096086713174
29607392.920453183,21356.52474156581,254.02421786444336,396.3496833510684
35189219.20953661,20396.928006059035,259.17978834344586,344.0604672275284
28813745.660924155,22713.036172293185,257.7215564801809,350.23478476302586
30587787.365503434,25466.121241463545,255.94747923869218,360.00515885760757
30263031.9467269,22769.98058657903,258.3465520828477,378.6017833148751
34173060.510884225,53879.00967458643,258.78949126851717,341.44162609391265
36239524.577988505,42782.20848608106,256.00146673628427,339.5583186121173
37152585.013397336,34776.4333186494,252.9307574888233,376.595091245401
29473430.432450455,24695.66598385278,258.519436631005,355.11801838030624
30812479.113063008,38359.24975966275,256.47656302651075,387.9518863831058
30163790.973556474,55782.981066381355,251.0653431205586,410.4194350516139
30868832.261657674,26109.067182927996,258.0623610504149,383.2282873486989
34668635.99761924,29693.112359125953,258.04517268482476,356.5385403888439
36047197.66534341,30660.725480400524,257.6288808027033,363.6167101542745
30747902.234333914,43210.57523952132,259.6690280957872,347.44085880706876
30089375.823529888,37436.86391082964,255.56372219628983,366.3777801553068
28527673.074389685,30904.914577642314,250.87243456446697,389.20439389406533
30623526.229681835,26015.450674595784,250.55124917530463,405.74963752902306
33798357.149234354,40585.16950374437,252.5887720942629,367.14909387587363
30243193.496661104,34766.18116106719,251.47299363629182,377.25225873417793
38308031.59931668,29062.364387928472,254.9868132263389,382.17520834853536
41070089.48658655,31203.838722574168,254.55420943816122,420.64531394932953
30973443.89475476,48144.16715270276,254.14903899575407,368.5577072020588
31804258.06843641,31483.35985317326,256.7802303209894,338.45391067231157
28481673.58156867,30643.87747446289,251.32865956623016,318.18261430173527
28512634.28615382,18921.740580912447,256.9440157288709,345.17229888695124
39425399.7499099,42892.408343600546,250.88527859490193,327.2034401664424
30181952.77335724,23547.784734057917,254.03498020679135,353.8534758989187
32085856.637557875,26017.85842152534,259.00165462876606,339.078896564135
36341739.75748535,28435.185392743988,254.17277505627757,380.6097517327156
28239546.86509125,23001.188338276836,255.21164144125981,327.7059685685976
32227379.282868348,19863.339168290702,254.671938016636,332.8836242945398
28821164.804972727,22523.828833875767,254.0001176729105,374.98792683163697
32121225.202146754,33842.26331380136,256.0676821843777,395.91487874509096
28864851.17031495,21932.746022622414,256.4785025441015,316.84616585937385
31300159.817647148,28550.223131840736,251.17533470920864,399.4420188043413
34462622.93648055,24532.530535102967,259.5601071080791,353.57500365318316
32515423.246622957,42715.30159666052,256.2688081824743,346.62650461486527
30786822.1005515,23184.19671838428,251.84174274666367,354.11201916425324
33141690.75688157,25320.852558379956,257.78783635548183,326.3771216563424
36229698.76856272,29739.098760533954,255.35189710174035,403.80098816883964
33775142.09885928,24272.136648145242,254.02129684025343,354.67430200419426
29597178.096576456,21029.95727948827,255.0799125823302,406.0288945659359
30089787.696696766,21982.22532077322,257.1214074394726,347.1887957148644
29069331.89976654,19722.331439226804,250.47556663188902,412.8166698409465
43326300.64382012,26905.297415109562,259.2438461976927,317.6158681063019
36564107.098876625,30763.24359747461,255.7997566061059,362.6448308247777
36167594.73431504,23912.121890924085,257.588742489654,347.04344660110115
36084623.646228544,29062.309453750142,259.6123671751892,338.0376392060872
31022150.87034369,38237.026767167335,253.8433306814827,326.7556568101766
39654574.46076914,71076.48122229471,251.50038266304978,347.1192398660579
35672844.296425514,30153.720881475983,257.4173501622481,366.7411663675721
32146541.85531949,31134.683132574948,253.5714027648396,333.08539705188053
29262993.347235978,30940.461368413875,251.97508558506098,411.97164312446193
32038520.57075444,33855.988131167556,254.61016412966984,362.06687730931094
28488152.14578041,30238.12424421207,253.36606177362023,358.7203316297457
30926866.805827428,22255.751651795472,253.22849166647237,381.2723089209014
41922914.26479297,29363.66367697119,254.76907297569156,353.604415783124
40221849.02685911,42749.67162558164,257.782074467053,356.5611578888185
34979891.522904366,31080.1058842544,258.800442163743,376.1565826111628
37592402.94618019,25549.075335973503,251.76644595372565,374.5888132797844
32033939.08001036,27153.00282075112,258.0292200505586,380.0346957707389
38599618.92680754,36090.10973543966,259.1237614077884,347.3141098279662
34117784.32066586,24887.77377868411,254.7541183285329,347.06026804955764
29262489.08586565,44682.07699779395,258.47929972718737,366.75416774067753
35647678.15806853,37773.560477277875,252.66676182107625,340.6554315216712
30543955.675511338,24845.34821974171,254.37141097170476,365.41803342473344
30433177.269454636,21572.02726857803,252.52216788526806,343.3926107695478
34560555.00361233,21404.32440135192,250.50503674331804,346.87405999924636
30940082.89020335,24799.724156573742,250.72659685543684,404.70856852846197
33296421.064865917,22968.791159442168,259.2195528700856,346.1359000415696
30586208.32691458,26370.943401962995,259.31488912686626,329.5457931096394
33911561.040769644,34814.64611835287,252.42356017102531,329.21384210968085
29642371.45768316,30013.01709021705,258.7927635160013,404.33848784971315
29957044.510740273,30788.086726784528,254.21465266346462,371.3342692553018
31254115.56752277,25167.74116891131,259.9937102791754,322.0823005541105
33050373.344017457,31047.03065889517,259.8601573899947,341.0999340320376
33461981.935022138,31883.896874913746,251.09669585590143,372.9051879930705
29104289.460891582,22718.136433408967,254.01531255065944,385.1982667104444
28295619.35664957,26728.403532308374,256.3143572500106,333.65638516242257
29136502.98492227,45102.72753766204,255.83301992263063,357.7541666417632
31442270.167700812,32704.468839799083,255.8464170527955,320.9969726259824
30392873.45383385,25956.73148083072,253.06858860538503,351.360412008963
38339301.57714707,34666.44857521172,257.3915857543926,357.0190196487937
28459053.647729002,36541.458047030814,252.91356058515112,372.1258754307156
42223943.6270797,27747.179671764436,259.37148218464324,392.49502915452445
35660721.19486517,29781.841526412303,254.15765757165445,409.2825095111309
31151163.86346336,19581.049976343165,252.44454714446732,330.07164224624626
28739027.470571302,34567.327734733124,259.7726559775793,342.77172545663524
33551507.854579367,26728.027724704196,259.2486253415242,370.16848414710284
40974649.2750645,20334.001313634566,255.31638662028953,329.8069980703763
33614301.19245244,18988.1219829917,252.1151542857212,395.18572742680067
29416861.71057801,24204.039941460986,257.6015349303373,327.77303524028474
40084203.53995147,31163.35715144241,259.9743682299305,315.81252727014527
38070626.15879963,31741.453518364153,251.37063487649584,353.5223033602661
31164770.075460326,36461.343413467475,252.508818512313,360.0444877611425
31644190.22622342,18611.545504609017,256.183991430548,364.41136136370415
31315046.30833519,39341.478910156875,255.17216972414755,370.1176075281164
32911814.212564126,23154.02254844167,254.5513831292084,374.21229777015077
43682437.10268795,23380.77720423611,258.2044267439162,394.5079233186802
29591726.178844824,23821.851677072034,252.55554666621748,318.59807684644
34200574.24952066,30119.678740259318,252.68267884817223,364.1935322399864
34709723.9234748,29697.204805830206,250.08468597783633,414.81635089227655
43729999.67468147,29213.053912791856,254.14052941928688,343.2659888360122
31417288.930955842,22136.510457637494,254.8712575603781,359.34363044153883
28006406.95970484,43005.72121567877,256.7040216749976,351.0732427595842
30417261.46494597,23016.212228240493,257.17761885282795,360.553119050261
36840524.66003501,40479.020209493945,254.36402946238172,346.7582690343784
30332666.772902943,27991.427914049604,250.9338582160411,368.11178966800975
36334095.181955196,22828.087936075808,259.49563332907576,348.1289343835725
29908633.547281444,27248.634949988627,254.10733926514928,423.73467738361506
44844800.599804915,30605.246591206575,253.58570243154224,367.5568374009438
29033632.94344778,18445.66277715341,252.0047995710805,348.1405372640879
28250081.1385394,23167.076286355245,250.15933852255498,373.2410691875582
45079674.473158196,29099.413181669963,259.07662642446337,379.825790098439
35283172.713454634,25016.03186768238,254.06151040234778,320.09971824217655
28540580.61389717,28904.852824986432,253.08356382301113,371.78166960519616
29173856.16681589,26495.955891338606,253.46552342763061,362.013410205673
31677990.786721934,37830.29183221622,252.2260023808355,382.6494632459147
34825825.51778034,36498.82802470458,253.49843120270606,331.07982915942654
30531422.24667121,26274.562226545357,254.05325255548857,342.1092391432418
30767004.511217684,29600.293435276566,250.69291951141116,338.2983601810575
31231257.65755972,26811.788920735205,258.8306378757476,360.69667337219
33500568.500103705,22654.57884747936,259.8727387183637,353.0875467750112
32593370.156119347,36423.244637147815,259.10265283855017,344.6970807458613
30943596.561409447,29316.027102285523,250.48079564084307,339.89662709192805
38993927.772274815,37415.8304462194,258.739141745542,328.53606786019236
33239209.446048416,26511.567607568384,253.7077953994071,319.57499214908654
29652750.722694818,31394.247166499466,253.37295248603832,380.4020362978697
38576911.867076814,23130.405019868864,251.41407606089697,378.856701394451
29898786.6257867,29428.991200558114,250.27810988830106,390.3033585759808
28660281.402364578,23112.935711698614,253.1708600285584,330.3625343194287
30952091.746560864,35935.73734706379,254.12514690711035,348.7816215457516
31294920.477162722,27844.675083429553,259.7464587205103,404.3479685771563
28058597.42963871,32717.81684241646,258.0903986582082,374.9821527712066
29373489.66229255,34248.560584402316,258.55007989681064,352.82561254009926
31888755.82274254,22798.12137094632,254.99858419752587,432.61150672172516
32319234.76806508,28506.693661024085,252.89526428864798,346.34895373578246
30411115.43096238,23180.34851179146,257.5469913221747,381.4872217044442
28909323.197472166,30584.98794091763,255.50401347215106,368.6255963176238
29390198.462384246,25135.65571648787,257.7253581592512,328.43118398063103
29141848.086178645,22027.072961696296,250.88976995096382,370.4428327062078
30431157.498015467,35467.81923790235,257.566170474373,343.4986754566739
29641467.995249003,34112.30448443204,257.48331961326596,361.1532901098902
29576283.858926747,51237.19787996893,259.5495130630839,338.05237650612145
31433003.7005245,27262.860070562405,258.59306833370607,357.32740387758054
33056500.19799097,24190.91271591851,254.29085573674664,359.44528533931316
29702680.32886442,28292.52712155375,254.78909592216883,371.6472659315375
31604063.952589594,31309.89003772772,255.77561508349882,394.214168600676
35713492.7774234,22062.065042241265,257.87690349303165,387.88156750022256
29312031.575393543,22394.884382653137,259.8749999321688,390.52890075752606
28132974.429834716,20456.418596975553,257.1047012666073,405.68969860309505
32409179.016831513,29753.350126733734,258.39767933616304,346.0285242584515
29549582.93507635,76542.7756490322,253.04021654508975,337.54494273858177
30370167.705021426,33553.19583461218,256.5435458839681,337.6615097945583
39880592.01435858,31952.88190209367,254.16337816335812,394.46057489108716
30001191.591868658,41279.43336189004,252.9903555905996,408.5474362436527
34431361.23407372,19665.69241324601,256.57960655840645,318.02976008804825
28599364.368208714,23342.602245614606,255.9188380020164,400.60481462202756
29563463.303972103,29007.50575215889,253.70106299919468,396.66298126246625
32635035.334271282,39636.882330563574,256.6833404570969,403.21742566919164
29158830.11481891,23234.341543169314,256.3093261442067,365.88772626936446
30859762.864083372,31675.112824426044,258.5631906529129,353.47779778830443
32743013.75561126,20223.253444728907,250.64548589107994,361.0880886466276
38761279.68076272,21838.047186196844,257.13078877999686,399.605356225646
29607370.334813196,30983.771684459225,257.5071409586047,416.1163711425397
32388550.823187035,54895.52853570584,250.4096239594586,343.7804939364569
28070914.218899168,23193.38213115836,254.73517642523447,375.4030648881938
34594896.28958214,21069.79429844865,259.79663989707467,368.57364319062907
31664693.460468788,23315.07130766305,256.28300309000736,345.0039947862894
29071322.852848288,27991.582340799087,251.30096865220085,408.11220869264565
34488415.06098644,33015.10911285834,254.6964553814695,329.4560455215909
36344544.76721919,20664.458414920842,256.9855882742487,357.8446897310511
32560574.545580406,32932.24132882693,257.28183010405684,370.04870055944957
28406568.93684504,29711.314526181515,259.24218977786524,362.5345718278034
30344645.764670048,22685.847161786365,251.7423735883148,337.6546747827138
32603925.35073216,30900.00219963501,250.97515996988517,342.0193671965553
34026725.57407497,24529.33279222039,252.9831645229319,381.4013398457958
31649321.35288356,22123.40820480957,258.29630390618627,343.93029444137926
31126507.335269444,32871.31843158883,252.71982416530346,366.23969475878795
32483956.391723115,33328.7563096741,250.79529145909558,359.4521239237769
28218929.382996365,20005.878314505553,250.93735985481007,354.12002586910114
28141916.08926507,39635.77830499203,250.3999549239209,376.41417208539633
32298392.843444284,20031.360434060836,258.8797737389579,372.3616491289771
28397518.613789137,21681.785960977337,250.24342116581732,355.5484801846253
29090558.29691182,36910.69494461203,253.26358436497932,373.20052915860305
34916775.13339025,33024.166327213235,255.9721049956171,354.9046685803274
36458117.43788728,50351.361957172165,258.69387778494064,339.3986097622042
34768249.89599899,31808.8771091161,256.887574400426,379.81838211856876
37458268.159312546,25499.51780788658,252.38041116321975,380.45476223903415
28379027.612337254,19531.61863176997,254.04605017596862,371.03449746427015
29110564.792290393,20985.667669714112,250.1411488617642,355.93488903665127
29139843.303755566,34688.08538732103,257.5921499916987,355.5248535652214
32177661.65687059,25529.0547946531,254.68650451611524,410.6791856815539
36550289.01986906,37906.76139509093,254.8771331089279,360.7015246295
29051017.518745463,20047.709615270203,258.64381159866963,335.89026125634956
33587761.9420617,34692.241176212345,251.56566826254084,361.51204355225195
28395728.23759361,30840.493814523383,253.6214062065021,378.3307923742456
30294643.64299638,29681.832287501158,252.7367460352193,338.8736724618232
36585604.757458344,19686.811578019948,251.9212902767744,382.6865068258222
38606730.82436983,31419.902708499292,255.49285385334866,372.7099006567794
29821844.4608428,23072.840012818164,258.9723589388076,364.3060246818617
28518451.30055539,32258.72413225137,250.70322454354215,349.2670462952259
33145556.76049435,25597.96406715369,259.42125556038366,369.0060016787992
29094503.672917627,31818.5651875814,251.79993457754253,372.77428175486375
31385154.420205984,19073.967239603226,255.2294095842337,335.95952654915186
30195860.275946345,23948.037754039804,253.96242535910014,375.8577374728228
31082545.164558932,35670.016743178785,257.03481598325146,347.7286599759391
32480747.772946913,21172.06994380654,256.18128395719776,347.8723472231128
34766559.63733142,65200.50902420639,259.74800627390806,392.8087686869206
37591921.407998964,34745.35917020202,256.89761677127564,342.2952192050125
28802655.001632877,35485.53254409989,259.5575296872096,337.69901357379064
33171672.62996678,46648.94546318418,258.9772373574299,379.08206387924486
35348435.395545766,21856.899530711984,256.43474283107395,346.1837230374907
34691949.554063134,39053.10022333582,252.76794695437562,366.061821625559
28104876.460434962,20181.120600280017,257.61995830178165,372.54479903609064
32924527.280552678,19481.036545197516,251.9812853072865,383.8239020512123
